sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,crunch_factor,aesthetic_appeal,raisins,nuts,chocolate,oats,peanut_butter
0.21,6.55,260,33.0,143.0,0.99244,7.92,0.35,11.1,7,1,15.0,1.04,3,1,0,0,0,0
0.39,1.2,490,26.0,152.0,0.99346,8.5,0.47,10.0,8,1,13.4,1.99,3,0,0,1,0,0
0.22,12.3,510,35.0,146.0,0.99676,8.1,0.67,9.4,7,1,13.2,1.75,3,0,0,1,0,0
0.0,1.4,550,27.0,33.0,0.9922,8.45,0.48,12.3,6,0,12.6,1.92,3,0,1,1,0,0
0.43,1.6,350,31.0,128.0,0.9916,8.1,0.5,12.3,8,1,16.4,1.05,3,0,0,1,0,0
0.41,1.7,260,29.0,140.0,0.991,8.02,0.78,12.5,8,1,15.6,1.84,3,0,0,1,1,0
0.42,9.1,490,31.0,150.0,0.9953,8.12,0.74,9.9,9,1,13.4,1.96,3,0,0,1,0,0
0.49,2.5,800,8.0,20.0,0.9992,8.07,0.82,10.3,6,0,25.2,1.22,3,1,0,0,0,0
0.24,2.4,460,27.0,132.0,0.99234,8.63,0.73,11.3,7,1,11.8,1.69,3,0,0,1,0,0
0.15,1.2,530,61.0,183.0,0.9936,8.09,0.43,9.2,7,1,14.2,1.55,3,1,0,0,0,0
0.49,7.0,430,29.0,149.0,0.9952,8.21,0.33,10.0,7,1,15.6,1.43,3,0,1,1,0,0
0.49,1.7,310,44.0,109.0,0.9906,8.07,0.46,12.5,8,1,15.0,1.99,3,1,0,0,0,0
0.22,1.8,820,43.0,60.0,0.99499,8.1,0.42,9.2,5,0,15.0,1.06,3,1,1,0,0,0
0.0,1.8,620,21.0,28.0,0.99352,8.44,0.55,12.3,6,0,13.2,1.43,3,1,1,0,0,0
0.74,11.9,460,54.0,168.0,0.9978,8.58,0.68,10.1,7,1,12.8,1.97,3,0,0,1,1,0
0.04,1.4,450,41.0,85.0,0.9938,8.75,0.48,10.5,4,0,10.0,1.04,3,0,0,0,0,0
0.2,1.1,770,48.0,166.0,0.9944,8.3,0.54,8.7,6,1,10.6,1.38,3,1,0,0,0,0
0.25,4.2,320,15.0,91.0,0.98988,8.26,0.52,13.1,8,1,12.8,1.76,3,0,1,1,0,0
0.49,5.8,660,5.0,35.0,1.0014,8.2,0.66,12.0,7,0,25.8,1.07,3,1,0,0,0,0
0.37,5.85,330,27.0,93.0,0.992,8.16,0.54,12.6,9,1,15.8,1.83,3,0,1,1,0,0
0.1,2.4,800,16.0,33.0,0.99736,8.58,0.69,10.8,7,0,14.8,1.99,3,0,1,1,1,0
0.33,1.6,280,13.0,59.0,0.98975,8.3,0.84,11.9,10,1,10.4,1.72,3,0,0,1,1,0
0.38,1.7,360,17.0,98.0,0.99142,8.29,0.39,10.5,8,1,11.0,1.34,3,1,0,0,0,0
0.24,2.1,780,1.0,28.0,0.999,8.41,0.87,10.3,6,0,18.2,1.05,3,0,0,1,0,0
0.24,0.9,380,15.0,72.0,0.99066,8.23,0.39,11.0,7,1,13.2,1.07,3,1,0,0,0,0
0.14,4.8,520,27.0,128.0,0.99475,8.21,0.48,9.4,7,1,12.4,1.56,3,1,0,0,0,0
0.35,2.1,830,17.0,38.0,0.99622,8.23,0.66,11.1,6,0,19.2,1.41,3,0,1,1,0,0
0.27,0.9,400,52.0,103.0,0.99026,8.5,0.39,11.2,7,1,11.0,1.28,3,0,0,1,1,0
0.38,14.3,580,55.0,194.0,0.9979,8.09,0.44,9.0,8,1,14.4,1.18,3,0,0,1,0,0
0.49,1.5,350,42.0,120.0,0.9928,8.26,0.4,10.6,9,1,16.0,1.31,3,0,0,1,1,0
0.34,2.7,320,49.0,151.0,0.99,8.16,0.39,12.7,9,1,14.4,1.54,3,0,0,1,0,0
0.0,2.9,720,26.0,52.0,0.99379,8.51,0.6,11.5,6,0,12.6,1.34,3,0,1,0,1,0
0.44,6.7,410,61.0,230.0,0.99505,8.12,0.4,8.9,7,1,12.2,1.69,3,0,0,1,0,0
0.15,1.8,890,10.0,52.0,0.9968,8.23,0.77,9.5,5,0,16.6,1.74,3,0,1,0,1,0
0.49,9.4,460,47.0,188.0,0.9964,8.14,0.48,10.0,7,1,16.0,1.19,3,1,0,0,0,0
0.02,2.2,720,31.0,92.0,0.99566,8.32,0.68,11.1,6,0,14.6,1.46,3,0,1,1,1,0
0.21,1.0,530,39.0,148.0,0.9927,8.12,0.45,9.4,8,1,13.8,1.85,3,1,0,0,0,0
0.45,8.0,530,52.0,196.0,0.9959,8.23,0.48,9.1,8,1,13.0,1.94,3,0,0,1,0,0
0.29,1.2,470,33.0,127.0,0.991,8.34,0.5,11.0,9,1,11.2,1.06,3,0,0,1,0,0
0.51,14.8,390,62.0,204.0,0.9982,8.06,0.6,9.5,7,1,15.0,1.44,3,1,0,0,0,0
0.37,9.7,420,36.0,130.0,0.9979,8.48,0.75,9.9,8,1,14.6,1.01,3,0,0,1,0,0
0.36,2.3,390,43.0,125.0,0.99229,8.07,0.67,10.1,9,1,13.4,2.0,3,0,0,1,1,0
0.3,13.0,470,69.0,160.0,0.99705,8.16,0.5,9.6,8,1,13.6,1.33,3,0,0,1,0,0
0.4,14.55,470,47.0,156.0,0.99945,8.34,0.78,9.1,8,1,14.2,1.08,3,0,0,1,1,0
0.29,1.1,360,23.0,56.0,0.9904,8.19,0.38,11.3,7,1,11.8,1.51,3,1,0,0,0,0
0.52,1.7,340,41.0,193.0,0.99223,8.25,0.59,10.4,8,1,13.0,1.02,3,0,0,1,0,0
0.49,7.7,450,16.0,169.0,0.9957,8.11,0.37,8.7,8,1,13.0,1.54,3,0,1,1,0,0
0.32,9.0,230,20.0,109.0,0.99262,8.34,0.35,12.6,8,1,13.4,1.86,3,0,0,1,0,0
0.4,2.2,790,3.0,6.0,0.99512,8.27,0.67,11.9,6,0,17.2,1.6,3,1,0,0,0,0
0.32,1.7,300,23.0,128.0,0.9929,8.17,0.66,10.9,7,1,14.8,1.45,3,1,0,0,0,0
0.33,5.2,500,30.0,137.0,0.99304,8.26,0.58,11.1,7,1,12.8,1.42,3,1,0,0,0,0
0.32,2.1,620,31.0,54.0,0.99728,8.3,0.65,10.0,7,0,14.6,1.3,3,0,1,1,0,0
0.55,2.6,830,25.0,68.0,0.9995,8.15,0.82,10.4,6,0,25.0,1.9,3,1,0,0,0,0
0.44,8.2,460,52.0,183.0,0.99584,8.2,0.51,9.4,7,1,13.6,1.61,3,0,0,1,0,0
0.32,3.5,280,29.0,113.0,0.9912,8.4,0.71,12.3,9,1,12.0,1.93,3,0,0,1,0,0
0.09,1.5,710,19.0,117.0,0.99496,8.22,0.53,9.8,7,1,14.8,1.44,3,1,1,0,0,0
0.28,6.3,340,45.0,152.0,0.9921,8.29,0.46,11.6,9,1,12.6,1.72,3,1,0,0,0,0
0.25,1.6,470,34.0,132.0,0.9914,8.16,0.48,11.4,7,1,13.8,1.62,3,0,0,1,1,0
0.22,3.3,480,41.0,161.0,0.99256,8.16,0.5,10.5,8,1,12.6,1.37,3,0,0,1,0,0
0.33,6.7,360,45.0,138.0,0.9939,8.2,0.68,11.4,8,1,15.0,1.37,3,0,0,1,0,0
0.04,1.5,570,5.0,10.0,0.99525,8.42,0.6,9.5,5,0,13.6,1.65,3,0,1,1,1,0
0.4,7.1,560,50.0,110.0,0.9954,8.06,0.52,9.9,8,1,15.0,1.23,3,0,0,1,1,0
0.31,5.3,380,8.0,79.0,0.9923,8.3,0.39,10.5,8,1,11.2,1.03,3,0,0,1,1,0
0.41,10.8,480,55.0,149.0,0.9937,8.09,0.59,11.0,9,1,12.0,1.55,3,0,0,1,0,0
0.24,16.05,450,31.0,147.0,0.99822,8.08,0.52,9.2,7,1,13.2,1.41,3,1,0,0,0,0
0.52,2.3,830,14.0,23.0,0.9976,8.35,0.61,11.3,6,0,18.4,1.04,3,0,1,1,0,0
0.27,13.9,570,45.0,155.0,0.99807,7.94,0.41,8.8,10,1,14.6,1.86,3,0,0,1,1,0
0.34,1.4,310,27.0,107.0,0.99,8.06,0.39,11.9,8,1,14.0,1.9,3,0,0,1,0,0
0.28,7.25,280,14.0,78.0,0.99238,7.94,0.37,11.5,9,1,14.8,1.9,3,0,0,1,0,0
0.18,1.3,460,9.0,62.0,0.994,8.38,0.47,10.1,6,1,14.0,1.39,3,0,0,1,0,0
0.13,2.0,760,15.0,36.0,0.9973,8.61,0.64,9.8,5,0,13.4,1.47,3,1,1,0,0,0
0.59,1.4,730,23.0,42.0,0.998,7.92,0.68,10.5,7,0,24.0,1.5,4,1,1,0,0,0
0.12,1.7,970,19.0,27.0,0.99596,8.16,0.49,9.4,5,0,15.4,1.48,3,1,0,0,0,0
0.36,2.2,270,36.0,134.0,0.9898,8.28,0.36,12.5,9,1,13.0,1.69,3,0,0,1,0,0
0.79,11.95,400,51.0,159.0,0.99839,7.98,0.44,8.7,7,1,15.0,1.29,3,0,0,1,0,0
0.68,11.0,470,37.0,133.0,0.9978,7.99,0.38,8.8,7,1,15.0,1.3,3,0,0,1,0,0
0.27,1.2,460,34.0,175.0,0.9934,8.37,0.54,9.4,8,1,12.6,1.6,3,1,0,0,0,0
0.26,6.5,420,32.0,160.0,0.9944,8.14,0.47,10.7,7,1,15.2,1.39,3,0,0,1,0,0
0.12,2.0,860,12.0,80.0,0.9958,8.38,0.52,10.1,5,0,13.4,1.89,3,0,1,0,1,0
0.3,6.7,390,37.0,125.0,0.99436,8.2,0.39,9.9,7,1,14.0,1.26,3,0,0,1,0,0
0.3,8.3,260,37.0,113.0,0.99139,7.99,0.38,12.3,10,1,13.8,1.25,3,0,0,1,0,0
0.29,4.4,510,26.0,146.0,0.9939,8.16,0.39,10.2,7,1,15.2,1.49,3,0,0,1,0,0
0.3,2.0,390,43.0,188.0,0.9911,8.3,0.41,12.0,8,1,14.4,1.7,3,0,0,1,0,0
0.4,5.5,370,34.0,161.0,0.9935,8.05,0.62,11.5,6,1,14.8,1.77,3,0,0,1,1,0
0.3,5.2,480,38.0,113.0,0.99352,8.33,0.44,10.1,9,1,13.4,1.37,3,0,0,1,1,0
0.24,9.9,580,25.0,115.0,0.99567,8.15,0.46,10.9,7,1,15.0,1.81,3,0,0,1,0,0
0.21,5.0,420,17.0,133.0,0.99373,8.02,0.53,9.4,7,1,12.2,1.9,3,1,0,0,0,0
0.3,2.25,380,8.0,210.0,0.9937,8.2,0.62,9.9,8,1,12.8,1.32,3,1,0,0,0,0
0.27,10.1,560,38.0,187.0,0.99486,8.31,0.56,10.6,7,1,12.4,1.6,3,1,0,0,0,0
0.42,7.35,250,51.0,175.0,0.9928,8.04,0.32,11.4,8,1,14.6,1.36,3,1,0,0,0,0
0.24,2.2,790,19.0,58.0,0.9991,8.18,0.56,10.1,6,0,20.0,1.32,3,1,1,0,0,0
0.09,1.7,780,18.0,30.0,0.99402,8.45,0.54,11.2,6,0,12.2,1.69,3,0,1,1,0,0
0.31,2.8,700,4.0,15.0,0.99693,8.22,0.55,10.3,6,0,15.2,1.36,3,0,1,1,0,0
0.02,1.7,850,17.0,31.0,0.99589,8.37,0.51,10.4,6,0,15.2,1.85,3,1,1,0,0,0
0.21,1.8,490,35.0,163.0,0.9924,8.31,0.5,10.3,8,1,12.6,1.63,3,0,0,1,1,0
0.14,5.0,460,48.0,198.0,0.9937,8.3,0.71,10.3,7,1,11.2,1.93,3,1,0,0,0,0
0.26,5.1,510,16.0,119.0,0.99416,8.15,0.41,9.2,7,1,12.0,1.89,3,1,0,0,0,0
0.24,6.8,570,41.0,163.0,0.9949,8.2,0.41,9.9,8,1,14.6,1.29,3,0,1,1,0,0
0.29,0.8,430,20.0,67.0,0.99112,8.28,0.48,9.9,8,1,11.2,1.2,3,0,0,1,1,0
0.32,9.6,520,24.0,90.0,0.9963,8.35,0.49,9.4,8,1,12.8,1.97,3,0,0,1,1,0
0.22,12.8,390,51.0,150.0,0.99535,8.23,0.43,10.7,8,1,12.8,1.88,3,0,0,1,0,0
0.08,4.4,860,6.0,29.0,0.9974,8.38,0.5,9.0,4,0,14.8,1.61,3,1,1,0,0,0
0.3,6.4,480,40.0,251.0,0.9956,8.29,0.52,10.0,7,1,13.4,1.67,3,0,0,1,1,0
0.2,3.4,460,9.0,116.0,0.9944,8.15,0.41,9.4,7,1,15.2,1.49,3,1,0,0,0,0
0.26,12.7,460,60.0,143.0,0.99526,8.26,0.35,10.8,8,1,12.6,1.61,3,0,0,1,0,0
0.0,2.0,840,9.0,22.0,0.99619,8.33,0.68,10.9,6,0,15.8,1.31,3,0,1,0,1,0
0.26,2.0,1010,16.0,72.0,0.9957,8.15,0.57,9.4,5,0,14.8,1.81,3,1,1,0,0,0
0.49,4.9,400,44.0,118.0,0.9935,8.34,0.38,9.5,9,1,11.6,1.82,3,0,0,1,1,0
0.37,1.5,270,37.0,93.0,0.992,8.3,0.45,10.8,8,1,13.6,1.47,3,0,0,1,1,0
0.27,8.6,440,45.0,104.0,0.99454,8.2,0.37,9.9,8,1,13.6,1.63,3,0,0,1,1,0
0.11,1.9,900,16.0,63.0,0.9965,8.19,0.82,9.6,5,0,16.8,1.24,3,0,1,0,1,0
0.15,10.8,330,26.0,120.0,0.99494,8.25,0.49,10.0,8,1,11.6,1.52,3,1,0,0,0,0
0.23,4.6,610,50.5,238.5,0.9958,8.32,0.6,9.5,7,1,13.6,1.06,3,1,0,0,0,0
0.36,2.0,450,24.0,131.0,0.99284,8.3,0.59,10.5,8,1,13.4,1.96,3,0,0,1,1,0
0.38,3.4,400,41.0,143.0,0.9932,7.95,0.39,10.2,8,1,17.2,1.65,3,0,0,1,1,0
0.36,2.0,520,18.0,141.0,0.99273,8.38,0.53,10.5,8,1,12.8,1.48,3,1,0,0,0,0
0.35,1.5,470,40.0,117.0,0.99111,8.07,0.72,11.1,8,1,13.6,1.44,3,0,0,1,1,0
0.29,5.8,250,26.0,74.0,0.9929,8.28,0.53,11.0,8,1,13.4,1.09,3,0,0,1,0,0
0.18,11.8,510,26.0,126.0,0.9975,8.23,0.48,9.1,7,1,13.8,1.64,3,0,1,1,0,0
0.05,1.9,740,8.0,19.0,0.9962,8.34,0.95,10.5,6,0,16.0,1.3,3,0,1,0,1,0
0.26,8.6,480,47.0,206.0,0.9964,8.26,0.36,9.1,7,1,14.8,1.73,3,1,0,0,0,0
0.65,10.4,500,76.0,192.0,0.9976,8.16,0.42,8.7,7,1,14.4,1.13,3,0,1,1,0,0
0.32,4.2,400,37.0,117.0,0.99182,8.24,0.43,11.3,8,1,12.6,1.55,3,0,0,1,1,0
0.15,1.8,890,10.0,52.0,0.9968,8.23,0.77,9.5,5,0,16.6,1.21,3,0,1,0,1,0
0.57,10.7,560,66.0,171.0,0.99464,8.25,0.61,10.4,9,1,11.2,1.77,3,0,0,1,0,0
0.36,16.3,380,43.0,133.0,0.99924,8.26,0.41,8.8,7,1,13.0,1.91,3,0,0,1,0,0
0.3,1.2,290,25.0,93.0,0.98742,8.31,0.4,13.6,9,1,10.6,1.13,3,1,0,0,0,0
0.21,2.7,970,29.0,65.0,0.9988,8.28,0.58,9.6,5,0,18.4,1.07,3,0,1,1,1,0
0.0,1.4,630,11.0,18.0,0.99191,8.45,0.56,12.2,6,0,11.4,1.49,3,0,1,1,1,0
0.38,2.3,330,28.0,111.0,0.98962,8.16,0.49,12.4,8,1,12.2,1.32,3,0,0,1,1,0
0.28,1.9,240,64.0,106.0,0.98993,8.45,0.6,12.6,10,1,13.6,1.11,3,1,0,0,0,0
0.24,2.8,920,14.0,45.0,0.998,8.19,0.73,10.0,6,0,18.8,1.32,3,0,1,1,0,0
0.44,9.3,310,35.0,137.0,0.9946,8.16,0.36,10.4,8,1,13.6,1.11,3,0,0,1,0,0
0.32,1.9,360,27.0,119.0,0.99196,8.15,0.49,11.2,8,1,14.8,1.03,3,1,0,0,0,0
0.22,2.8,480,53.0,173.0,0.99304,8.24,0.45,9.8,7,1,12.6,1.82,3,1,0,0,0,0
0.31,2.2,900,13.0,62.0,0.9966,8.07,0.63,10.5,6,0,18.8,1.02,3,0,1,1,0,0
0.46,13.6,520,38.0,118.0,0.998,8.15,0.5,10.0,8,1,15.6,1.33,3,0,0,1,1,0
0.24,1.5,360,38.0,124.0,0.9898,8.29,0.42,12.4,9,1,12.2,1.03,3,1,0,0,0,0
0.37,1.4,760,8.0,23.0,0.9974,8.26,0.7,9.6,6,0,16.6,1.18,3,0,0,1,0,0
0.36,2.0,310,27.0,139.0,0.99055,8.28,0.48,12.5,11,1,14.8,1.12,3,0,0,1,0,0
0.27,1.5,290,37.0,81.0,0.9892,8.2,0.46,12.2,8,1,11.8,1.59,3,0,0,1,0,0
0.27,7.1,490,8.0,178.0,0.99502,8.16,0.38,9.4,6,1,13.4,1.19,3,1,1,0,0,0
0.24,2.85,940,35.0,106.0,0.9982,8.1,0.53,9.2,5,0,17.8,1.35,3,0,1,1,0,0
0.27,10.8,500,58.0,116.0,0.99592,8.1,0.5,9.8,8,1,11.4,1.42,3,0,0,1,0,0
0.0,2.2,650,28.0,52.0,0.99378,8.49,0.52,11.6,5,0,12.8,1.1,3,0,1,0,1,0
0.41,2.0,910,6.0,16.0,0.998,8.28,0.7,9.7,5,0,18.6,1.7,3,0,0,1,0,0
0.26,7.4,690,28.0,160.0,0.9954,8.13,0.46,9.8,8,1,14.0,1.98,3,1,0,0,0,0
0.03,1.9,860,14.0,57.0,0.9969,8.37,0.46,10.3,5,0,15.2,1.01,3,0,1,1,1,0
0.29,1.0,320,27.0,96.0,0.9896,8.38,0.44,12.3,8,1,12.0,1.25,3,0,0,1,0,0
0.04,3.0,770,7.0,27.0,0.9987,8.69,0.91,9.4,6,0,13.8,1.2,3,1,1,0,0,0
0.49,2.6,590,5.0,13.0,0.9976,8.05,0.74,10.5,7,0,20.4,1.05,3,0,0,1,0,0
0.22,4.5,300,30.0,102.0,0.9938,8.24,0.36,9.4,8,1,11.0,1.15,3,0,0,1,1,0
0.27,2.8,670,8.0,44.0,0.99384,8.21,0.56,12.0,6,0,13.0,1.52,3,1,0,0,0,0
0.32,14.45,740,29.0,107.0,0.998,7.96,0.42,9.2,8,1,14.2,1.43,3,0,0,1,0,0
0.66,10.8,510,77.0,194.0,0.9976,8.05,0.46,8.7,7,1,14.8,1.22,3,0,1,1,0,0
0.29,15.3,440,39.0,194.0,0.9982,8.06,0.47,9.6,9,1,15.4,1.71,3,0,0,1,0,0
0.41,1.6,520,24.0,126.0,0.99228,8.19,0.49,10.8,7,1,14.4,1.97,3,0,0,1,1,0
0.38,9.2,580,66.0,243.0,0.99833,8.23,0.54,9.1,8,1,13.2,1.43,3,0,1,1,0,0
0.4,14.55,470,47.0,156.0,0.99945,8.34,0.78,9.1,8,1,14.2,1.07,3,0,0,1,1,0
0.3,8.4,510,40.0,167.0,0.99756,8.48,0.62,9.7,7,1,14.4,1.59,3,1,0,0,0,0
0.6,3.0,1040,10.0,22.0,0.99828,8.39,0.68,10.6,5,0,16.4,1.13,3,0,0,1,0,0
0.4,1.4,360,14.0,55.0,0.9909,8.08,0.68,11.5,9,1,13.8,1.01,3,0,0,1,1,0
0.36,2.8,340,22.0,112.0,0.99,8.19,0.38,12.6,10,1,14.0,1.19,3,0,0,1,0,0
0.32,8.3,450,38.0,126.0,0.9958,8.21,0.34,9.2,7,1,14.0,1.13,3,0,0,1,1,0
0.4,2.1,330,34.0,111.0,0.98924,7.97,0.48,12.2,9,1,13.4,1.32,3,1,0,0,0,0
0.0,1.8,500,27.0,63.0,0.9916,8.68,0.79,14.0,6,0,10.4,1.92,3,1,0,0,0,0
0.33,6.0,360,30.0,111.0,0.99362,8.32,0.58,10.13333333,9,1,12.0,1.69,3,0,0,1,1,0
0.29,1.6,210,24.0,85.0,0.98965,8.41,0.61,12.4,11,1,13.2,1.07,3,1,0,0,0,0
0.3,9.9,410,63.0,192.0,0.99642,8.12,0.49,10.2,8,1,14.2,1.23,3,1,0,0,0,0
0.3,2.6,430,34.0,90.0,0.99047,7.88,0.47,11.2,8,1,14.0,1.03,3,0,0,1,1,0
0.23,1.9,170,31.0,69.0,0.9892,7.93,0.36,12.5,8,1,14.8,1.68,3,1,0,0,0,0
0.25,9.8,400,28.0,191.0,0.9971,8.28,0.61,9.2,7,1,13.8,1.49,3,1,0,0,0,0
0.4,1.5,670,17.0,100.0,0.9957,8.27,0.57,10.1,8,1,17.4,1.69,3,0,1,1,0,0
0.23,5.4,510,25.0,149.0,0.9934,8.24,0.35,10.0,7,1,13.0,1.94,3,1,0,0,0,0
0.27,1.2,410,27.0,99.0,0.9927,8.19,0.33,9.8,8,1,14.8,1.61,3,0,0,1,0,0
0.34,15.4,500,38.0,174.0,0.9983,8.03,0.42,9.0,8,1,14.6,1.62,3,0,0,1,0,0
0.24,7.8,520,54.0,214.0,0.9961,8.13,0.47,8.9,7,1,13.6,1.14,3,0,0,1,0,0
0.4,14.55,470,47.0,156.0,0.99945,8.34,0.78,9.1,8,1,14.2,1.88,3,0,0,1,1,0
0.47,8.4,420,36.0,156.0,0.99604,8.15,0.55,9.4,8,1,13.8,1.87,3,0,0,1,0,0
0.47,1.3,390,21.0,123.0,0.9959,7.9,0.64,9.5,7,1,19.0,1.5,3,0,0,1,0,0
0.28,7.8,380,26.0,89.0,0.9915,8.24,0.34,12.5,8,1,13.6,1.51,3,0,0,1,0,0
0.46,1.0,230,6.0,80.0,0.98865,8.15,0.54,12.9,8,1,13.0,1.15,3,1,0,0,0,0
0.16,5.9,480,14.0,125.0,0.99428,8.09,0.49,9.8,7,1,14.4,1.36,3,0,1,1,0,0
0.25,1.7,420,48.0,189.0,0.992,8.25,0.42,11.4,8,1,14.0,1.9,3,0,0,1,0,0
0.49,1.8,500,17.0,128.0,0.9946,8.31,0.58,10.6,6,1,14.2,1.71,3,0,1,1,1,0
0.24,2.1,780,1.0,28.0,0.999,8.41,0.87,10.3,6,0,18.2,1.62,3,0,0,1,0,0
0.58,1.9,710,5.0,18.0,0.998,8.09,0.63,10.0,6,0,23.8,1.44,3,1,1,0,0,0
0.24,4.1,510,34.0,149.0,0.99306,8.36,0.52,11.0,7,1,12.4,1.62,3,1,0,0,0,0
0.37,7.0,380,27.0,107.0,0.99206,7.98,0.82,11.5,8,1,13.6,1.57,3,0,0,1,0,0
0.3,5.0,280,34.0,120.0,0.99242,7.94,0.47,11.2,7,1,17.6,1.02,3,0,0,1,1,0
0.42,2.6,440,29.0,110.0,0.9912,8.31,0.51,12.7,8,1,15.2,1.93,3,0,0,1,0,0
0.33,8.1,480,45.0,176.0,0.99472,8.11,0.52,10.1,8,1,13.4,1.25,3,0,0,1,0,0
0.39,12.1,400,61.0,248.0,0.99794,8.31,0.58,9.7,7,1,13.4,1.25,3,0,1,1,0,0
0.27,7.1,270,37.0,122.0,0.99165,8.15,0.6,12.6,9,1,14.0,1.19,3,1,0,0,0,0
0.06,2.0,830,8.0,29.0,0.99855,8.67,0.73,9.6,5,0,14.2,1.19,3,0,1,1,1,0
0.28,11.45,410,29.0,109.0,0.99418,7.98,0.3,10.9,8,1,13.0,1.26,3,1,0,0,0,0
0.22,10.7,420,26.0,81.0,0.9954,7.86,0.36,9.7,8,1,14.8,1.28,3,0,0,1,0,0
0.45,1.7,460,22.0,113.0,0.99224,8.22,0.48,10.0,7,1,11.0,1.85,3,0,0,1,0,0
0.42,14.6,440,45.0,163.0,1.0003,8.21,0.69,8.6,9,1,16.0,1.15,3,0,0,1,0,0
0.38,2.9,380,19.0,102.0,0.9912,8.17,0.35,11.0,9,1,12.8,1.43,3,1,0,0,0,0
0.4,1.6,320,35.0,110.0,0.9907,8.02,0.6,12.9,9,1,16.6,1.98,3,0,0,1,0,0
0.4,2.8,360,35.0,167.0,0.9956,7.97,0.39,9.2,7,1,19.6,1.62,3,0,1,1,0,0
0.24,6.3,540,34.0,231.0,0.9964,8.36,0.54,10.0,8,1,14.6,1.56,3,0,0,1,1,0
0.48,1.8,770,29.0,60.0,0.9968,8.39,0.53,9.4,6,0,17.8,1.87,3,0,0,1,0,0
0.12,2.0,750,32.0,44.0,0.99547,8.57,0.71,10.2,5,0,11.8,1.78,3,0,1,1,1,0
0.32,5.4,470,29.0,140.0,0.995,8.39,0.46,9.7,8,1,13.4,1.66,3,0,0,1,0,0
0.32,12.9,540,6.0,113.0,0.99572,8.3,0.56,11.5,4,0,12.0,1.89,3,1,0,0,0,0
0.49,5.0,280,32.0,107.0,0.9936,8.24,0.54,10.8,8,1,14.6,1.37,3,0,0,1,0,0
0.52,6.2,280,37.0,104.0,0.99161,8.28,0.51,11.8,9,1,12.0,1.15,3,0,0,1,0,0
0.29,4.6,290,27.0,155.0,0.9931,8.07,0.26,10.6,8,1,14.6,1.52,3,0,0,1,0,0
0.31,1.6,400,39.0,173.0,0.9918,8.19,0.51,11.4,8,1,14.6,1.92,3,0,0,1,0,0
0.24,1.7,500,10.0,112.0,0.99286,8.11,0.43,9.9,7,1,14.6,1.07,3,0,0,1,0,0
0.26,14.95,670,47.0,178.0,0.99838,8.04,0.49,9.2,6,1,15.0,1.91,3,0,0,1,0,0
0.49,7.1,420,22.0,124.0,0.9944,8.14,0.41,10.8,8,1,16.2,1.7,3,0,0,1,0,0
0.33,1.7,370,35.0,113.0,0.99164,8.23,0.66,10.6,8,1,12.8,1.22,3,0,0,1,0,0
0.43,3.2,350,14.0,101.0,0.9928,8.15,0.36,11.5,7,1,16.6,1.67,3,0,0,1,0,0
0.27,4.2,310,20.0,80.0,0.99089,8.12,0.39,11.5,8,1,13.8,1.69,3,0,0,1,0,0
0.16,2.1,740,8.0,25.0,0.99606,8.37,0.55,9.7,5,0,14.0,1.43,3,0,1,1,1,0
0.27,2.3,840,31.0,145.0,0.9978,8.24,0.53,9.4,5,0,19.0,1.16,3,0,0,1,0,0
0.3,2.2,530,36.0,127.0,0.9965,7.94,1.62,9.5,5,0,14.2,1.43,3,1,0,0,0,0
0.57,2.3,870,6.0,20.0,0.99676,8.14,0.72,11.1,7,0,21.2,1.69,3,1,0,0,0,0
0.23,12.4,480,33.0,201.0,0.99612,8.11,0.56,9.9,8,1,12.4,1.84,3,0,0,1,0,0
0.44,11.6,410,48.0,195.0,0.9968,8.18,0.52,9.5,7,1,12.6,1.6,3,0,0,1,0,0
0.37,4.9,340,26.0,127.0,0.9928,8.17,0.44,10.8,8,1,14.0,1.11,3,0,0,1,0,0
0.24,3.2,370,31.0,95.0,0.98942,7.9,0.66,12.6,9,1,12.8,1.96,3,0,0,1,0,0
0.49,9.3,300,26.0,132.0,0.994,7.99,0.32,11.0,9,1,14.8,1.71,3,0,0,1,1,0
0.26,1.9,790,13.0,28.0,0.99712,8.25,0.62,10.0,5,0,19.0,1.08,3,0,0,1,0,0
0.49,7.3,450,61.0,206.0,0.9957,8.09,0.4,9.0,8,1,13.8,1.16,3,1,0,0,0,0
0.0,2.2,890,13.0,26.0,0.9978,8.37,0.46,9.6,4,0,16.4,1.04,3,0,1,0,1,0
0.0,2.1,750,12.0,56.0,0.9968,8.49,0.67,9.2,5,0,13.2,1.15,3,0,1,1,1,0
0.4,1.7,210,18.0,82.0,0.9891,8.24,0.95,13.13333333,8,1,12.0,1.48,3,0,0,1,0,0
0.49,1.2,550,18.0,150.0,0.9917,8.23,0.47,11.2,8,1,14.8,1.68,3,0,0,1,1,0
0.44,3.5,290,5.0,109.0,0.9913,8.53,0.43,11.7,5,1,11.6,1.41,3,0,0,1,0,0
0.38,16.05,580,16.0,165.0,0.9997,8.38,0.6,9.2,7,1,13.2,1.55,3,1,0,0,0,0
0.21,1.1,320,31.0,111.0,0.9889,7.97,0.42,12.2,8,1,12.4,1.97,3,1,0,0,0,0
